Ansible - About this Course  :::   null   :::   null 
Ansible - A few terminologies compared to Puppet   :::   null   :::   null 
Ansible - Installing Ansible   :::   null   :::   null
Ansible - Make the controller aware of it's clients   :::   null   :::   null
Ansible - A "hello world" Playbook   :::   null   :::   null
Ansible - A playbook for setting up an apache webserver   :::   null   :::   null
Ansible - Available setting to add to a playbook's header section   :::   null   :::   null
