Vagrant - What is Vagrant                      :::    null                            :::    null
Vagrant - Installing Vagrant on Windows                      :::    null                            :::    null
Vagrant - Provisioning your first VM                      :::    null                            :::    null
Vagrant - Enabling a CentOS VM's gui mode                      :::    null                            :::    null
Vagrant - The Vagrant Command-Line                      :::    null                            :::    null
Vagrant - starting/stopping Vm                      :::    null                            :::    null
Vagrant - Naming your VMs                      :::    null                            :::    null
Vagrant - Plugins                      :::    null                            :::    null
Vagrant -  Create your own Vagrant box                      :::    null                            :::    null
